0, 47, 12505, 12552
1, 48, 12275, 12323
2, 38, 11192, 11230
3, 42, 10104, 10146
4, 47, 13807, 13854
5, 165, 11702, 11867
7, 22, 11355, 11377
6, 33, 12861, 12894
8, 24, 13954, 13978
9, 42, 13194, 13236
14, 25, 11956, 11981
10, 22, 16519, 16541
11, 23, 15477, 15500
15, 23, 13053, 13076
13, 25, 17376, 17401
17, 26, 13505, 13531
16, 40, 16194, 16234
19, 35, 12574, 12609
18, 25, 17158, 17183
12, 27, 25505, 25532
22, 25, 12607, 12632
24, 22, 10998, 11020
20, 23, 17174, 17197
21, 27, 16901, 16928
23, 24, 14872, 14896
26, 27, 12630, 12657
27, 35, 11943, 11978
25, 31, 17247, 17278
29, 35, 12458, 12493
30, 27, 10896, 10923
31, 34, 11197, 11231
28, 33, 24719, 24752
33, 37, 12484, 12521
32, 28, 15051, 15079
34, 30, 10807, 10837
35, 25, 10208, 10233
37, 24, 12406, 12430
38, 32, 11680, 11712
36, 33, 16624, 16657
39, 26, 11262, 11288
40, 31, 10888, 10919
41, 33, 13165, 13198
43, 25, 10155, 10180
42, 32, 15639, 15671
44, 28, 13164, 13192
45, 25, 12519, 12544
46, 25, 15297, 15322
48, 36, 10998, 11034
51, 37, 12438, 12475
50, 27, 14158, 14185
49, 31, 16078, 16109
47, 32, 20727, 20759
52, 26, 12093, 12119
54, 36, 11356, 11392
53, 28, 24114, 24142
55, 24, 13532, 13556
56, 27, 12906, 12933
57, 26, 13051, 13077
59, 23, 11778, 11801
61, 24, 11651, 11675
58, 23, 16252, 16275
60, 25, 13465, 13490
62, 25, 11807, 11832
63, 26, 11693, 11719
