1   ,18  ,0
2   ,57  ,0
3   ,88  ,0
4   ,79  ,0
5   ,90  ,0
6   ,101 ,0
7   ,104 ,0
8   ,102 ,0
9   ,80  ,0
10  ,87  ,0
11  ,125 ,0
12  ,102 ,0
13  ,92  ,0
14  ,100 ,0
15  ,123 ,0
16  ,152 ,0
17  ,153 ,0
18  ,134 ,0
19  ,182 ,0
20  ,147 ,0
21  ,174 ,0
22  ,196 ,0
23  ,199 ,0
24  ,242 ,0
25  ,263 ,0
26  ,269 ,0
27  ,267 ,0
28  ,278 ,0
29  ,282 ,0
30  ,254 ,0
31  ,270 ,0
32  ,293 ,0
33  ,278 ,0
34  ,268 ,0
35  ,287 ,0
36  ,274 ,0
37  ,294 ,0
38  ,277 ,0
39  ,317 ,0
40  ,309 ,0
41  ,327 ,0
42  ,342 ,0
43  ,338 ,0
44  ,389 ,0
45  ,394 ,0
46  ,391 ,0
47  ,372 ,0
48  ,399 ,0
49  ,393 ,0
50  ,388 ,0
51  ,361 ,0
52  ,381 ,0
53  ,385 ,0
54  ,392 ,0
55  ,378 ,1
56  ,392 ,0
57  ,392 ,0
58  ,391 ,0
59  ,406 ,0
60  ,413 ,0
61  ,396 ,0
62  ,398 ,0
63  ,427 ,0
64  ,398 ,0
65  ,408 ,0
66  ,421 ,0
67  ,431 ,0
68  ,440 ,0
69  ,448 ,0
70  ,443 ,0
71  ,479 ,0
72  ,465 ,0
73  ,452 ,0
74  ,462 ,0
75  ,455 ,0
76  ,460 ,0
77  ,459 ,0
78  ,454 ,0
79  ,472 ,0
80  ,463 ,0
81  ,469 ,0
82  ,463 ,0
83  ,435 ,0
84  ,455 ,0
85  ,477 ,0
86  ,482 ,0
87  ,487 ,0
88  ,498 ,0
89  ,511 ,0
90  ,537 ,0
91  ,534 ,0
92  ,544 ,0
93  ,564 ,0
94  ,546 ,0
95  ,549 ,0
96  ,550 ,0
97  ,546 ,0
98  ,592 ,0
99  ,581 ,0
100 ,581 ,0
101 ,583 ,0
102 ,589 ,0
103 ,586 ,0
104 ,591 ,0
105 ,606 ,0
106 ,589 ,0
107 ,601 ,0
108 ,601 ,0
109 ,610 ,0
110 ,600 ,0
111 ,600 ,0
112 ,651 ,0
113 ,635 ,0
114 ,655 ,0
115 ,702 ,0
116 ,693 ,0
117 ,707 ,0
118 ,771 ,0
119 ,765 ,0
120 ,738 ,0
121 ,776 ,0
122 ,740 ,0
123 ,781 ,0
124 ,762 ,0
125 ,752 ,0
126 ,739 ,0
127 ,778 ,0
128 ,769 ,0
129 ,749 ,0
130 ,769 ,0
131 ,753 ,0
132 ,779 ,0
133 ,770 ,0
134 ,755 ,0
135 ,772 ,0
136 ,765 ,0
137 ,764 ,0
138 ,805 ,0
139 ,798 ,0
140 ,798 ,0
141 ,810 ,0
142 ,777 ,0
143 ,791 ,0
144 ,831 ,0
145 ,806 ,0
146 ,811 ,0
147 ,867 ,0
148 ,883 ,0
149 ,856 ,0
150 ,869 ,0
151 ,885 ,0
152 ,878 ,0
153 ,877 ,0
154 ,873 ,0
155 ,877 ,0
156 ,884 ,0
157 ,894 ,0
158 ,928 ,0
159 ,936 ,0
160 ,937 ,0
161 ,938 ,0
162 ,980 ,0
163 ,956 ,0
164 ,992 ,0
165 ,997 ,0
166 ,986 ,0
167 ,1012,0
168 ,1003,0
169 ,1004,0
170 ,1027,0
171 ,995 ,0
172 ,1046,0
173 ,1064,0
174 ,1084,0
175 ,1067,0
176 ,1085,0
177 ,1121,0
178 ,1094,0
