1  ,7   ,1
2  ,11  ,0
3  ,8   ,0
4  ,16  ,0
5  ,41  ,0
6  ,40  ,0
7  ,50  ,0
8  ,55  ,0
9  ,35  ,1
10 ,58  ,1
11 ,37  ,1
12 ,31  ,0
13 ,58  ,0
14 ,70  ,0
15 ,72  ,0
16 ,96  ,0
17 ,92  ,0
18 ,78  ,0
19 ,107 ,0
20 ,103 ,0
21 ,109 ,1
22 ,110 ,1
23 ,102 ,0
24 ,141 ,0
25 ,131 ,0
26 ,149 ,0
27 ,178 ,0
28 ,178 ,0
29 ,172 ,0
30 ,178 ,0
31 ,189 ,1
32 ,194 ,1
33 ,187 ,0
34 ,187 ,0
35 ,192 ,0
36 ,202 ,0
37 ,199 ,0
38 ,204 ,0
39 ,203 ,0
40 ,205 ,0
41 ,207 ,0
42 ,211 ,1
43 ,212 ,1
44 ,221 ,0
45 ,203 ,0
46 ,222 ,0
47 ,214 ,0
48 ,221 ,0
49 ,221 ,0
50 ,222 ,0
51 ,223 ,0
52 ,250 ,0
53 ,235 ,1
54 ,226 ,1
55 ,245 ,0
56 ,273 ,0
57 ,259 ,0
58 ,276 ,0
59 ,261 ,0
60 ,270 ,0
61 ,268 ,0
62 ,278 ,0
63 ,269 ,0
64 ,288 ,1
65 ,275 ,1
66 ,274 ,0
67 ,274 ,0
68 ,285 ,0
69 ,286 ,0
70 ,298 ,0
71 ,297 ,0
72 ,327 ,0
73 ,303 ,0
74 ,301 ,0
75 ,302 ,1
76 ,308 ,1
77 ,305 ,0
78 ,307 ,0
79 ,307 ,0
80 ,308 ,0
81 ,310 ,0
82 ,311 ,0
83 ,311 ,0
84 ,316 ,0
85 ,324 ,1
86 ,324 ,1
87 ,326 ,0
88 ,330 ,0
89 ,334 ,0
90 ,332 ,0
91 ,333 ,0
92 ,333 ,0
93 ,334 ,0
94 ,331 ,0
95 ,355 ,0
96 ,334 ,0
97 ,339 ,1
98 ,344 ,1
99 ,345 ,0
100,351 ,0
101,348 ,0
102,360 ,0
103,356 ,0
104,355 ,0
105,373 ,0
106,386 ,0
107,376 ,0
108,374 ,0
109,383 ,1
110,376 ,1
111,379 ,0
112,374 ,0
113,379 ,0
114,383 ,0
115,383 ,0
116,385 ,0
117,401 ,0
118,399 ,0
